_id,ltable_movie_no,rtable_movie_no,ltable_movie_name,ltable_movie_year,ltable_movie_director,ltable_movie_star,rtable_movie_name,rtable_movie_year,rtable_movie_director,rtable_movie_star
11398,2445,37,the secret scripture,2016,Jim Sheridan,"Rooney Mara, Eric Bana, Aidan Turner, Theo James",the trust,2016,"Alex Brewer, Benjamin Brewer","Nicolas Cage, Elijah Wood, Jerry Lewis, Kevin Weisman, Steven Williams, Sky Ferreira, Alexandria Lee, Ethan Suplee, Kenna James, Carl ""Carlito"" J. Windom, Lisa Mack, Marc D. Donovan, Keston John, Joe Palubinsky, Tommie Vegas, Jay Hieron, Eric Heister, Marc Donovan, Ronnie Thurmand Jr., Erica Vanlee, Tommy Vegas, Christie Beran, Jeff Manning, Ronnie Thurmand Jr., Jeff Howard, Reagan Pfifer, Ashley LeConte Campbell, Vanessa Christelle, Paul Vato, Xin Yi Gan, Zhang Jianming, Marcus Weiss, James D. Smith Jr., Lisa Gardner"
11491,382,37,the babysitter,2017,McG,"Judah Lewis, Samara Weaving, Robbie Amell, Hana Mae Lee",the trust,2016,"Alex Brewer, Benjamin Brewer","Nicolas Cage, Elijah Wood, Jerry Lewis, Kevin Weisman, Steven Williams, Sky Ferreira, Alexandria Lee, Ethan Suplee, Kenna James, Carl ""Carlito"" J. Windom, Lisa Mack, Marc D. Donovan, Keston John, Joe Palubinsky, Tommie Vegas, Jay Hieron, Eric Heister, Marc Donovan, Ronnie Thurmand Jr., Erica Vanlee, Tommy Vegas, Christie Beran, Jeff Manning, Ronnie Thurmand Jr., Jeff Howard, Reagan Pfifer, Ashley LeConte Campbell, Vanessa Christelle, Paul Vato, Xin Yi Gan, Zhang Jianming, Marcus Weiss, James D. Smith Jr., Lisa Gardner"
11540,492,37,welcome the stranger,2018,Justin Kelly,"Abbey Lee, Caleb Landry Jones, Riley Keough, Rosemary Howard",the trust,2016,"Alex Brewer, Benjamin Brewer","Nicolas Cage, Elijah Wood, Jerry Lewis, Kevin Weisman, Steven Williams, Sky Ferreira, Alexandria Lee, Ethan Suplee, Kenna James, Carl ""Carlito"" J. Windom, Lisa Mack, Marc D. Donovan, Keston John, Joe Palubinsky, Tommie Vegas, Jay Hieron, Eric Heister, Marc Donovan, Ronnie Thurmand Jr., Erica Vanlee, Tommy Vegas, Christie Beran, Jeff Manning, Ronnie Thurmand Jr., Jeff Howard, Reagan Pfifer, Ashley LeConte Campbell, Vanessa Christelle, Paul Vato, Xin Yi Gan, Zhang Jianming, Marcus Weiss, James D. Smith Jr., Lisa Gardner"
11693,785,37,the belko experiment,2016,Greg McLean,"John Gallagher Jr., Tony Goldwyn, Adria Arjona, John C. McGinley",the trust,2016,"Alex Brewer, Benjamin Brewer","Nicolas Cage, Elijah Wood, Jerry Lewis, Kevin Weisman, Steven Williams, Sky Ferreira, Alexandria Lee, Ethan Suplee, Kenna James, Carl ""Carlito"" J. Windom, Lisa Mack, Marc D. Donovan, Keston John, Joe Palubinsky, Tommie Vegas, Jay Hieron, Eric Heister, Marc Donovan, Ronnie Thurmand Jr., Erica Vanlee, Tommy Vegas, Christie Beran, Jeff Manning, Ronnie Thurmand Jr., Jeff Howard, Reagan Pfifer, Ashley LeConte Campbell, Vanessa Christelle, Paul Vato, Xin Yi Gan, Zhang Jianming, Marcus Weiss, James D. Smith Jr., Lisa Gardner"
11728,860,37,the forgiven,2017,Roland Joff,"Forest Whitaker, Eric Bana, Jeff Gum, Morn Visser",the trust,2016,"Alex Brewer, Benjamin Brewer","Nicolas Cage, Elijah Wood, Jerry Lewis, Kevin Weisman, Steven Williams, Sky Ferreira, Alexandria Lee, Ethan Suplee, Kenna James, Carl ""Carlito"" J. Windom, Lisa Mack, Marc D. Donovan, Keston John, Joe Palubinsky, Tommie Vegas, Jay Hieron, Eric Heister, Marc Donovan, Ronnie Thurmand Jr., Erica Vanlee, Tommy Vegas, Christie Beran, Jeff Manning, Ronnie Thurmand Jr., Jeff Howard, Reagan Pfifer, Ashley LeConte Campbell, Vanessa Christelle, Paul Vato, Xin Yi Gan, Zhang Jianming, Marcus Weiss, James D. Smith Jr., Lisa Gardner"
11879,1276,37,the humanity bureau,2017,Rob W. King,"Nicolas Cage, Sarah Lind, Jakob Davies, Hugh Dillon",the trust,2016,"Alex Brewer, Benjamin Brewer","Nicolas Cage, Elijah Wood, Jerry Lewis, Kevin Weisman, Steven Williams, Sky Ferreira, Alexandria Lee, Ethan Suplee, Kenna James, Carl ""Carlito"" J. Windom, Lisa Mack, Marc D. Donovan, Keston John, Joe Palubinsky, Tommie Vegas, Jay Hieron, Eric Heister, Marc Donovan, Ronnie Thurmand Jr., Erica Vanlee, Tommy Vegas, Christie Beran, Jeff Manning, Ronnie Thurmand Jr., Jeff Howard, Reagan Pfifer, Ashley LeConte Campbell, Vanessa Christelle, Paul Vato, Xin Yi Gan, Zhang Jianming, Marcus Weiss, James D. Smith Jr., Lisa Gardner"
11977,1577,37,the vault,2017,Dan Bush,"James Franco, Scott Haze, Taryn Manning, Francesca Eastwood",the trust,2016,"Alex Brewer, Benjamin Brewer","Nicolas Cage, Elijah Wood, Jerry Lewis, Kevin Weisman, Steven Williams, Sky Ferreira, Alexandria Lee, Ethan Suplee, Kenna James, Carl ""Carlito"" J. Windom, Lisa Mack, Marc D. Donovan, Keston John, Joe Palubinsky, Tommie Vegas, Jay Hieron, Eric Heister, Marc Donovan, Ronnie Thurmand Jr., Erica Vanlee, Tommy Vegas, Christie Beran, Jeff Manning, Ronnie Thurmand Jr., Jeff Howard, Reagan Pfifer, Ashley LeConte Campbell, Vanessa Christelle, Paul Vato, Xin Yi Gan, Zhang Jianming, Marcus Weiss, James D. Smith Jr., Lisa Gardner"
12053,1823,37,the loft,2014,Erik Van Looy,"Karl Urban, James Marsden, Wentworth Miller, Eric Stonestreet",the trust,2016,"Alex Brewer, Benjamin Brewer","Nicolas Cage, Elijah Wood, Jerry Lewis, Kevin Weisman, Steven Williams, Sky Ferreira, Alexandria Lee, Ethan Suplee, Kenna James, Carl ""Carlito"" J. Windom, Lisa Mack, Marc D. Donovan, Keston John, Joe Palubinsky, Tommie Vegas, Jay Hieron, Eric Heister, Marc Donovan, Ronnie Thurmand Jr., Erica Vanlee, Tommy Vegas, Christie Beran, Jeff Manning, Ronnie Thurmand Jr., Jeff Howard, Reagan Pfifer, Ashley LeConte Campbell, Vanessa Christelle, Paul Vato, Xin Yi Gan, Zhang Jianming, Marcus Weiss, James D. Smith Jr., Lisa Gardner"
12124,1292,38,criminal,2016,Ariel Vromen,"Kevin Costner, Ryan Reynolds, Gal Gadot, Gary Oldman",criminal,2016,Ariel Vromen,"Kevin Costner, Gary Oldman, Tommy Lee Jones, Ryan Reynolds, Robert Davi, Jordi Molla, Gal Gadot, Michael Pitt, Amaury Nolasco, Alice Eve, Antje Traue, Scott Adkins, Lara Decaro, Freddy Bosche, Emmanuel Imani, Harry Hepple, Doug Cockle, Colin Salmon, Steve Nicolson, Sope Dirisu, Gisella Marengo, Mark Kempner, Michael Bodie, Joshua James, Samantha Coughlan, Danny Webb, David Avery, Joe Fidler, Michael Webber, Richard Reid, Katharine Gwen, Joanna Brookes, Matthew Steer, Andrew Byron, Kelly Clare, Elizabeth Ross, James Richard Marshall, Henry Garrett, Tim Woodward, Lotte Rice, Nathan Osgood, Sarah Middleton, Dragos Savulescu, Priyanga Burford, Steven Brand, Piers Morgan, Louis Tamone, Tamer Dogem, Ian Burfield, Diana Dimitrovici, Amina Zia, Rio Fredrika Debolla, Natalie Marie Ames, Luca Giorgio Maggiora, Mark Smith, Samuel Turner O'Toole, Mark Underwood"
13052,427,45,hangman,2017,Johnny Martin,"Brittany Snow, Al Pacino, Karl Urban, Sarah Shahi",hangman,2017,Johnny Martin,"Brittany Snow, Al Pacino, Karl Urban, Sarah Shahi, Joe Anderson (VI), Chelle Ramos"
14814,498,52,10 cloverfield lane,2016,Dan Trachtenberg,"John Goodman, Mary Elizabeth Winstead, John Gallagher Jr., Douglas M. Griffin",10 cloverfield lane,2016,Dan Trachtenberg,"Mary Elizabeth Winstead, John Goodman, John Gallagher Jr., Bradley Cooper, Cindy Hogan, Mat Vairo, Maya Erskine, Douglas M. Griffin, Suzanne Cryer, Jamie Clay, Sumalee G. Montano, Frank Mottek"
14831,2074,54,the infiltrator,2016,Brad Furman,"Bryan Cranston, John Leguizamo, Diane Kruger, Amy Ryan",the wannabe,2015,Nick Sandow,"Vincent Piazza, Patricia Arquette, Michael Imperioli, Nick Sandow, John Buscemi, David Zayas, Vincenzo Amato, Domenick Lombardozzi, Mike Starr, Dario Cipani, Doug E. Doug, Larry Eudene, Stephanie Bertoni, Adriana DeMeo, Chris ""The Eagle"" Cama, Slaine Jenkins, Joseph Siravo, Angela Jeanneau, Neal Huff, Nicholas Belleas, Anna Kuchma, Mark Vincent, Daniel Sauli, Mario Macaluso, Lawrence Cioppa, Christine Cornell, Duccio Fabbri, Jimmy Martinex, Michael Gasparro, Kenneth McCoy, Jay Bulger, Mark Lotito, Stephen O'Reilly, Diane Martella, John McCabe, Arthur J. Nascarella, Anthony Pizzuto, Robert Rossi, Tuffy Questell, Jeanine Ramirez, Salvatore Rossi, Tony Ray Rossi, Stan Carp, Roland Sands, John Sialiano, John Ventimiglia, Enrico Tinelli, Eddie Lino"
14851,2103,54,the ones below,2015,David Farr,"Clmence Posy, David Morrissey, Stephen Campbell Moore, Laura Birn",the wannabe,2015,Nick Sandow,"Vincent Piazza, Patricia Arquette, Michael Imperioli, Nick Sandow, John Buscemi, David Zayas, Vincenzo Amato, Domenick Lombardozzi, Mike Starr, Dario Cipani, Doug E. Doug, Larry Eudene, Stephanie Bertoni, Adriana DeMeo, Chris ""The Eagle"" Cama, Slaine Jenkins, Joseph Siravo, Angela Jeanneau, Neal Huff, Nicholas Belleas, Anna Kuchma, Mark Vincent, Daniel Sauli, Mario Macaluso, Lawrence Cioppa, Christine Cornell, Duccio Fabbri, Jimmy Martinex, Michael Gasparro, Kenneth McCoy, Jay Bulger, Mark Lotito, Stephen O'Reilly, Diane Martella, John McCabe, Arthur J. Nascarella, Anthony Pizzuto, Robert Rossi, Tuffy Questell, Jeanine Ramirez, Salvatore Rossi, Tony Ray Rossi, Stan Carp, Roland Sands, John Sialiano, John Ventimiglia, Enrico Tinelli, Eddie Lino"
15001,327,54,the magnificent seven,2016,Antoine Fuqua,"Denzel Washington, Chris Pratt, Ethan Hawke, Vincent D'Onofrio",the wannabe,2015,Nick Sandow,"Vincent Piazza, Patricia Arquette, Michael Imperioli, Nick Sandow, John Buscemi, David Zayas, Vincenzo Amato, Domenick Lombardozzi, Mike Starr, Dario Cipani, Doug E. Doug, Larry Eudene, Stephanie Bertoni, Adriana DeMeo, Chris ""The Eagle"" Cama, Slaine Jenkins, Joseph Siravo, Angela Jeanneau, Neal Huff, Nicholas Belleas, Anna Kuchma, Mark Vincent, Daniel Sauli, Mario Macaluso, Lawrence Cioppa, Christine Cornell, Duccio Fabbri, Jimmy Martinex, Michael Gasparro, Kenneth McCoy, Jay Bulger, Mark Lotito, Stephen O'Reilly, Diane Martella, John McCabe, Arthur J. Nascarella, Anthony Pizzuto, Robert Rossi, Tuffy Questell, Jeanine Ramirez, Salvatore Rossi, Tony Ray Rossi, Stan Carp, Roland Sands, John Sialiano, John Ventimiglia, Enrico Tinelli, Eddie Lino"
15019,371,54,the boss baby,2017,Tom McGrath,"Alec Baldwin, Steve Buscemi, Jimmy Kimmel, Lisa Kudrow",the wannabe,2015,Nick Sandow,"Vincent Piazza, Patricia Arquette, Michael Imperioli, Nick Sandow, John Buscemi, David Zayas, Vincenzo Amato, Domenick Lombardozzi, Mike Starr, Dario Cipani, Doug E. Doug, Larry Eudene, Stephanie Bertoni, Adriana DeMeo, Chris ""The Eagle"" Cama, Slaine Jenkins, Joseph Siravo, Angela Jeanneau, Neal Huff, Nicholas Belleas, Anna Kuchma, Mark Vincent, Daniel Sauli, Mario Macaluso, Lawrence Cioppa, Christine Cornell, Duccio Fabbri, Jimmy Martinex, Michael Gasparro, Kenneth McCoy, Jay Bulger, Mark Lotito, Stephen O'Reilly, Diane Martella, John McCabe, Arthur J. Nascarella, Anthony Pizzuto, Robert Rossi, Tuffy Questell, Jeanine Ramirez, Salvatore Rossi, Tony Ray Rossi, Stan Carp, Roland Sands, John Sialiano, John Ventimiglia, Enrico Tinelli, Eddie Lino"
15024,2450,54,the family,2013,Luc Besson,"Robert De Niro, Michelle Pfeiffer, Dianna Agron, John D'Leo",the wannabe,2015,Nick Sandow,"Vincent Piazza, Patricia Arquette, Michael Imperioli, Nick Sandow, John Buscemi, David Zayas, Vincenzo Amato, Domenick Lombardozzi, Mike Starr, Dario Cipani, Doug E. Doug, Larry Eudene, Stephanie Bertoni, Adriana DeMeo, Chris ""The Eagle"" Cama, Slaine Jenkins, Joseph Siravo, Angela Jeanneau, Neal Huff, Nicholas Belleas, Anna Kuchma, Mark Vincent, Daniel Sauli, Mario Macaluso, Lawrence Cioppa, Christine Cornell, Duccio Fabbri, Jimmy Martinex, Michael Gasparro, Kenneth McCoy, Jay Bulger, Mark Lotito, Stephen O'Reilly, Diane Martella, John McCabe, Arthur J. Nascarella, Anthony Pizzuto, Robert Rossi, Tuffy Questell, Jeanine Ramirez, Salvatore Rossi, Tony Ray Rossi, Stan Carp, Roland Sands, John Sialiano, John Ventimiglia, Enrico Tinelli, Eddie Lino"
15044,2499,54,the hollars,2016,John Krasinski,"Sharlto Copley, Charlie Day, Richard Jenkins, Anna Kendrick",the wannabe,2015,Nick Sandow,"Vincent Piazza, Patricia Arquette, Michael Imperioli, Nick Sandow, John Buscemi, David Zayas, Vincenzo Amato, Domenick Lombardozzi, Mike Starr, Dario Cipani, Doug E. Doug, Larry Eudene, Stephanie Bertoni, Adriana DeMeo, Chris ""The Eagle"" Cama, Slaine Jenkins, Joseph Siravo, Angela Jeanneau, Neal Huff, Nicholas Belleas, Anna Kuchma, Mark Vincent, Daniel Sauli, Mario Macaluso, Lawrence Cioppa, Christine Cornell, Duccio Fabbri, Jimmy Martinex, Michael Gasparro, Kenneth McCoy, Jay Bulger, Mark Lotito, Stephen O'Reilly, Diane Martella, John McCabe, Arthur J. Nascarella, Anthony Pizzuto, Robert Rossi, Tuffy Questell, Jeanine Ramirez, Salvatore Rossi, Tony Ray Rossi, Stan Carp, Roland Sands, John Sialiano, John Ventimiglia, Enrico Tinelli, Eddie Lino"
15047,2137,54,the void,2016,"Jeremy Gillespie, Steven Kostanski","Aaron Poole, Kenneth Welsh, Daniel Fathers, Kathleen Munroe",the wannabe,2015,Nick Sandow,"Vincent Piazza, Patricia Arquette, Michael Imperioli, Nick Sandow, John Buscemi, David Zayas, Vincenzo Amato, Domenick Lombardozzi, Mike Starr, Dario Cipani, Doug E. Doug, Larry Eudene, Stephanie Bertoni, Adriana DeMeo, Chris ""The Eagle"" Cama, Slaine Jenkins, Joseph Siravo, Angela Jeanneau, Neal Huff, Nicholas Belleas, Anna Kuchma, Mark Vincent, Daniel Sauli, Mario Macaluso, Lawrence Cioppa, Christine Cornell, Duccio Fabbri, Jimmy Martinex, Michael Gasparro, Kenneth McCoy, Jay Bulger, Mark Lotito, Stephen O'Reilly, Diane Martella, John McCabe, Arthur J. Nascarella, Anthony Pizzuto, Robert Rossi, Tuffy Questell, Jeanine Ramirez, Salvatore Rossi, Tony Ray Rossi, Stan Carp, Roland Sands, John Sialiano, John Ventimiglia, Enrico Tinelli, Eddie Lino"
15228,785,54,the belko experiment,2016,Greg McLean,"John Gallagher Jr., Tony Goldwyn, Adria Arjona, John C. McGinley",the wannabe,2015,Nick Sandow,"Vincent Piazza, Patricia Arquette, Michael Imperioli, Nick Sandow, John Buscemi, David Zayas, Vincenzo Amato, Domenick Lombardozzi, Mike Starr, Dario Cipani, Doug E. Doug, Larry Eudene, Stephanie Bertoni, Adriana DeMeo, Chris ""The Eagle"" Cama, Slaine Jenkins, Joseph Siravo, Angela Jeanneau, Neal Huff, Nicholas Belleas, Anna Kuchma, Mark Vincent, Daniel Sauli, Mario Macaluso, Lawrence Cioppa, Christine Cornell, Duccio Fabbri, Jimmy Martinex, Michael Gasparro, Kenneth McCoy, Jay Bulger, Mark Lotito, Stephen O'Reilly, Diane Martella, John McCabe, Arthur J. Nascarella, Anthony Pizzuto, Robert Rossi, Tuffy Questell, Jeanine Ramirez, Salvatore Rossi, Tony Ray Rossi, Stan Carp, Roland Sands, John Sialiano, John Ventimiglia, Enrico Tinelli, Eddie Lino"
15315,990,54,the founder,2016,John Lee Hancock,"Michael Keaton, Nick Offerman, John Carroll Lynch, Linda Cardellini",the wannabe,2015,Nick Sandow,"Vincent Piazza, Patricia Arquette, Michael Imperioli, Nick Sandow, John Buscemi, David Zayas, Vincenzo Amato, Domenick Lombardozzi, Mike Starr, Dario Cipani, Doug E. Doug, Larry Eudene, Stephanie Bertoni, Adriana DeMeo, Chris ""The Eagle"" Cama, Slaine Jenkins, Joseph Siravo, Angela Jeanneau, Neal Huff, Nicholas Belleas, Anna Kuchma, Mark Vincent, Daniel Sauli, Mario Macaluso, Lawrence Cioppa, Christine Cornell, Duccio Fabbri, Jimmy Martinex, Michael Gasparro, Kenneth McCoy, Jay Bulger, Mark Lotito, Stephen O'Reilly, Diane Martella, John McCabe, Arthur J. Nascarella, Anthony Pizzuto, Robert Rossi, Tuffy Questell, Jeanine Ramirez, Salvatore Rossi, Tony Ray Rossi, Stan Carp, Roland Sands, John Sialiano, John Ventimiglia, Enrico Tinelli, Eddie Lino"
15324,1024,54,into the woods,2014,Rob Marshall,"Anna Kendrick, Meryl Streep, Chris Pine, Emily Blunt",the wannabe,2015,Nick Sandow,"Vincent Piazza, Patricia Arquette, Michael Imperioli, Nick Sandow, John Buscemi, David Zayas, Vincenzo Amato, Domenick Lombardozzi, Mike Starr, Dario Cipani, Doug E. Doug, Larry Eudene, Stephanie Bertoni, Adriana DeMeo, Chris ""The Eagle"" Cama, Slaine Jenkins, Joseph Siravo, Angela Jeanneau, Neal Huff, Nicholas Belleas, Anna Kuchma, Mark Vincent, Daniel Sauli, Mario Macaluso, Lawrence Cioppa, Christine Cornell, Duccio Fabbri, Jimmy Martinex, Michael Gasparro, Kenneth McCoy, Jay Bulger, Mark Lotito, Stephen O'Reilly, Diane Martella, John McCabe, Arthur J. Nascarella, Anthony Pizzuto, Robert Rossi, Tuffy Questell, Jeanine Ramirez, Salvatore Rossi, Tony Ray Rossi, Stan Carp, Roland Sands, John Sialiano, John Ventimiglia, Enrico Tinelli, Eddie Lino"
16565,2317,59,draft day,2014,Ivan Reitman,"Kevin Costner, Chadwick Boseman, Jennifer Garner, Frank Langella",draft day,2014,Ivan Reitman,"Kevin Costner, Jennifer Garner, Denis Leary, Ellen Burstyn, Frank Langella, Chadwick Boseman, Terry Crews, Sean Combs, Josh Pence, Rosanna Arquette, Timothy C. Simons, David Ramsey, Wade Williams, Chi McBride, W. Earl Brown, Brad William Henke, Griffin Newman, Kevin Dunn, Patrick St. Esprit, Arian Foster, Christopher Cousins, Pat Healy, Pat Healy, Laura Steinel, Wallace Langham, Chris Berman, Dave Donaldson, Mel Kiper, Jon Gruden, Deion Sanders, Mike Mayock, Tony Rizzo, Aaron Goldhammer, Jordan Harris, Richard Littlejohn, Enré Laney, Bernard Canepari, Christopher Mele, Leilani Barrett, Michael Cipiti, Justin Zabor, Aswan Harris, Alex Mack, Tom Welling, John Lee, Sam Elliott, Russ Brandon, Marc Honan, Erin Drake, Quincy Dunn-Baker, Gregory D. Rush, Tom Headlee, Commissioner Roger Goodell, Rich Eisen, Patrick Breen, David Dunn, John Hefferman, Rebecca Haarlow, Ray Lewis, Stephen Hill, James Brewer, Ramses Barden, Zoltan Mesko, Demario Davis, Margot Danis, Emil Boccio, Leanora Haselrig, Jennifer McMahan, Sophie Guest, Brenda Adrine, Edwina Hadley, Ken Fiore, Joel Bussert, Frank Supovitz, Sammy Choi, Jeff Darlington, Mike Florio, Alex Marvez, Seth Wickersham, Jim Brown, Bernie Kosar, Renee Monique Brown, Phil Taylor, TJ Ward, D'Qwell Jackson, Aaron Hill, Michael Fisher"
17730,2141,62,american pastoral,2016,Ewan McGregor,"Ewan McGregor, Jennifer Connelly, Dakota Fanning, Peter Riegert",american pastoral,2016,Ewan McGregor,"Ewan McGregor, Jennifer Connelly, Dakota Fanning, Peter Riegert, Rupert Evans, David Strathairn, Uzo Aduba, Molly Parker, Valorie Curry, Hannah Nordberg, Julia Silverman, Mark Hildreth, Samantha Mathis, Ocean James, David Whalen, Corrie Danieley, David Case, Max Ivcic, Chuck Diamond, Tommy Lafitte, Brian Knoebel, Peter Gannon, Emily Peachey, Carter Ellis, Jennifer Vos, Nick Marzock, Idolo Zinobile, Davion Traylor, Chukky Okobi, Siovhan Christensen, Yannick Hogarth, Justin Lonesome, Steven Ravid, Ron Emanuel, Kathy Emanuel"
19419,2035,65,the cured,2017,David Freyne,"Ellen Page, Sam Keeley, Tom Vaughan-Lawlor, Stuart Graham",the tiger hunter,2017,Lena Khan,"Danny Pudi, Jon Heder, Rizwan Manji, Karen David, Sam Page, Iqbal Theba, Parvesh Cheena, Michael McMillian, Kevin Pollak"
19552,220,66,the foreigner,2017,Martin Campbell,"Katie Leung, Jackie Chan, Rufus Jones, Mark Tandy",the ticket,2017,Ido Fluk,"Dan Stevens (IV), Malin Akerman, Kerry Bishé, Oliver Platt, Skylar Gaertner, Liza J. Bennett, Peter Mark Kendall, Ekaterina Samsonov, Bettina Skye, Sal Rendino, Harry L. Seddon, Rich Lounello, Richard Lounello, Chella Ferrow, Ron Simons, Natalia Bain, Russell G. Jones, Andrew Polk, Edward C. Crawford, Dorothea Swiac, Lorenzo Beronilla, Zoe Hunter, Nicole Signore, Maryann Urbano, Laurent Rejto, Casey Jones"
19561,236,66,the hateful eight,2015,Quentin Tarantino,"Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh, Walton Goggins",the ticket,2017,Ido Fluk,"Dan Stevens (IV), Malin Akerman, Kerry Bishé, Oliver Platt, Skylar Gaertner, Liza J. Bennett, Peter Mark Kendall, Ekaterina Samsonov, Bettina Skye, Sal Rendino, Harry L. Seddon, Rich Lounello, Richard Lounello, Chella Ferrow, Ron Simons, Natalia Bain, Russell G. Jones, Andrew Polk, Edward C. Crawford, Dorothea Swiac, Lorenzo Beronilla, Zoe Hunter, Nicole Signore, Maryann Urbano, Laurent Rejto, Casey Jones"
19569,255,66,the big sick,2017,Michael Showalter,"Kumail Nanjiani, Zoe Kazan, Holly Hunter, Ray Romano",the ticket,2017,Ido Fluk,"Dan Stevens (IV), Malin Akerman, Kerry Bishé, Oliver Platt, Skylar Gaertner, Liza J. Bennett, Peter Mark Kendall, Ekaterina Samsonov, Bettina Skye, Sal Rendino, Harry L. Seddon, Rich Lounello, Richard Lounello, Chella Ferrow, Ron Simons, Natalia Bain, Russell G. Jones, Andrew Polk, Edward C. Crawford, Dorothea Swiac, Lorenzo Beronilla, Zoe Hunter, Nicole Signore, Maryann Urbano, Laurent Rejto, Casey Jones"
19757,2719,66,the final girls,2015,Todd Strauss-Schulson,"Taissa Farmiga, Malin Akerman, Adam Devine, Thomas Middleditch",the ticket,2017,Ido Fluk,"Dan Stevens (IV), Malin Akerman, Kerry Bishé, Oliver Platt, Skylar Gaertner, Liza J. Bennett, Peter Mark Kendall, Ekaterina Samsonov, Bettina Skye, Sal Rendino, Harry L. Seddon, Rich Lounello, Richard Lounello, Chella Ferrow, Ron Simons, Natalia Bain, Russell G. Jones, Andrew Polk, Edward C. Crawford, Dorothea Swiac, Lorenzo Beronilla, Zoe Hunter, Nicole Signore, Maryann Urbano, Laurent Rejto, Casey Jones"
20364,720,69,noah,2014,Darren Aronofsky,"Russell Crowe, Jennifer Connelly, Anthony Hopkins, Emma Watson",noah,2014,Darren Aronofsky,"Russell Crowe, Jennifer Connelly, Ray Winstone, Emma Watson, Anthony Hopkins, Logan Lerman, Douglas Booth, Leo McHugh Carroll, Nick Nolte, Kevin Durand, Dakota Goyo, Mark Margolis, Marton Csokas, Ariane Rinehart, Adam M. Griffith, Don Harvey, Sami Gayle, Sophie Nyweide, Ezra Barnes, Nurit Monacelli, Barry Sloane, Arnoddur Magnus Danks, Vera Fried, Vera Fried Danks, Thor Kjartansson, Gregg Bello, Mellie Maissa Rei Campos, Oliver Lee Saunders, Frank Langella"
